REST_KEY,Rest Coop,Reporting Day,Daypart Name,Daypart Description,Daypart Sales $,Daypart Transaction Qty
1364,SEA/TCA WA CP-0024,2/1/10,Regular Menu,10:30AM (11AM weekend) - Close,3302.76,551
1364,SEA/TCA WA CP-0024,2/1/10,Total Day,All hours,4098.31,748
1364,SEA/TCA WA CP-0024,1/1/11,After 4PM,4PM - Close,1627.39,248
1364,SEA/TCA WA CP-0024,1/1/11,Afternoon,2PM - 4PM,736.38,103
1364,SEA/TCA WA CP-0024,1/1/11,Breakfast,Open - 10:30AM (11AM weekend),646.95,104
1364,SEA/TCA WA CP-0024,1/1/11,Dinner,4PM - 9PM,1375.57,207
1364,SEA/TCA WA CP-0024,1/1/11,Evening,9PM - Close,251.82,41
1364,SEA/TCA WA CP-0024,1/1/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/1/11,Lunch,11AM -  2PM,937.46,133
1364,SEA/TCA WA CP-0024,1/1/11,Morning,Open - 11AM,646.95,104
1364,SEA/TCA WA CP-0024,1/1/11,Regular Menu,10:30AM (11AM weekend) - Close,3301.23,484
1364,SEA/TCA WA CP-0024,1/1/11,Total Day,All hours,3948.18,588
1364,SEA/TCA WA CP-0024,1/2/11,After 4PM,4PM - Close,1368.46,218
1364,SEA/TCA WA CP-0024,1/2/11,Afternoon,2PM - 4PM,806.7,114
1364,SEA/TCA WA CP-0024,1/2/11,Breakfast,Open - 10:30AM (11AM weekend),878,156
1364,SEA/TCA WA CP-0024,1/2/11,Dinner,4PM - 9PM,997.89,167
1364,SEA/TCA WA CP-0024,1/2/11,Evening,9PM - Close,370.57,51
1364,SEA/TCA WA CP-0024,1/2/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/2/11,Lunch,11AM -  2PM,968.71,149
1364,SEA/TCA WA CP-0024,1/2/11,Morning,Open - 11AM,878,156
1364,SEA/TCA WA CP-0024,1/2/11,Regular Menu,10:30AM (11AM weekend) - Close,3143.87,481
1364,SEA/TCA WA CP-0024,1/2/11,Total Day,All hours,4021.87,637
1364,SEA/TCA WA CP-0024,1/3/11,After 4PM,4PM - Close,1438.61,235
1364,SEA/TCA WA CP-0024,1/3/11,Afternoon,2PM - 4PM,575.47,110
1364,SEA/TCA WA CP-0024,1/3/11,Breakfast,Open - 10:30AM (11AM weekend),852.11,202
1364,SEA/TCA WA CP-0024,1/3/11,Dinner,4PM - 9PM,1193.01,194
1364,SEA/TCA WA CP-0024,1/3/11,Evening,9PM - Close,245.6,41
1364,SEA/TCA WA CP-0024,1/3/11,Late Night,11PM - 5AM,7.37,1
1364,SEA/TCA WA CP-0024,1/3/11,Lunch,11AM -  2PM,957.52,188
1364,SEA/TCA WA CP-0024,1/3/11,Morning,Open - 11AM,934.7,222
1364,SEA/TCA WA CP-0024,1/3/11,Regular Menu,10:30AM (11AM weekend) - Close,3054.19,553
1364,SEA/TCA WA CP-0024,1/3/11,Total Day,All hours,3906.3,755
1364,SEA/TCA WA CP-0024,1/4/11,After 4PM,4PM - Close,1434.5,250
1364,SEA/TCA WA CP-0024,1/4/11,Afternoon,2PM - 4PM,513.59,102
1364,SEA/TCA WA CP-0024,1/4/11,Breakfast,Open - 10:30AM (11AM weekend),869.71,203
1364,SEA/TCA WA CP-0024,1/4/11,Dinner,4PM - 9PM,1221.94,213
1364,SEA/TCA WA CP-0024,1/4/11,Evening,9PM - Close,212.56,37
1364,SEA/TCA WA CP-0024,1/4/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/4/11,Lunch,11AM -  2PM,1057.58,171
1364,SEA/TCA WA CP-0024,1/4/11,Morning,Open - 11AM,942.18,217
1364,SEA/TCA WA CP-0024,1/4/11,Regular Menu,10:30AM (11AM weekend) - Close,3078.14,537
1364,SEA/TCA WA CP-0024,1/4/11,Total Day,All hours,3947.85,740
1364,SEA/TCA WA CP-0024,1/5/11,After 4PM,4PM - Close,1543.23,269
1364,SEA/TCA WA CP-0024,1/5/11,Afternoon,2PM - 4PM,593.44,116
1364,SEA/TCA WA CP-0024,1/5/11,Breakfast,Open - 10:30AM (11AM weekend),848.08,215
1364,SEA/TCA WA CP-0024,1/5/11,Dinner,4PM - 9PM,1345.81,235
1364,SEA/TCA WA CP-0024,1/5/11,Evening,9PM - Close,197.42,34
1364,SEA/TCA WA CP-0024,1/5/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/5/11,Lunch,11AM -  2PM,944.91,174
1364,SEA/TCA WA CP-0024,1/5/11,Morning,Open - 11AM,899.27,225
1364,SEA/TCA WA CP-0024,1/5/11,Regular Menu,10:30AM (11AM weekend) - Close,3132.77,569
1364,SEA/TCA WA CP-0024,1/5/11,Total Day,All hours,3980.85,784
1364,SEA/TCA WA CP-0024,1/6/11,After 4PM,4PM - Close,1885.31,289
1364,SEA/TCA WA CP-0024,1/6/11,Afternoon,2PM - 4PM,602.6,104
1364,SEA/TCA WA CP-0024,1/6/11,Breakfast,Open - 10:30AM (11AM weekend),959.26,224
1364,SEA/TCA WA CP-0024,1/6/11,Dinner,4PM - 9PM,1591.47,248
1364,SEA/TCA WA CP-0024,1/6/11,Evening,9PM - Close,293.84,41
1364,SEA/TCA WA CP-0024,1/6/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/6/11,Lunch,11AM -  2PM,922.97,164
1364,SEA/TCA WA CP-0024,1/6/11,Morning,Open - 11AM,1050.4,242
1364,SEA/TCA WA CP-0024,1/6/11,Regular Menu,10:30AM (11AM weekend) - Close,3502.02,575
1364,SEA/TCA WA CP-0024,1/6/11,Total Day,All hours,4461.28,799
1364,SEA/TCA WA CP-0024,1/7/11,After 4PM,4PM - Close,2084.13,316
1364,SEA/TCA WA CP-0024,1/7/11,Afternoon,2PM - 4PM,745.88,124
1364,SEA/TCA WA CP-0024,1/7/11,Breakfast,Open - 10:30AM (11AM weekend),975.27,243
1364,SEA/TCA WA CP-0024,1/7/11,Dinner,4PM - 9PM,1659.6,246
1364,SEA/TCA WA CP-0024,1/7/11,Evening,9PM - Close,424.53,70
1364,SEA/TCA WA CP-0024,1/7/11,Late Night,11PM - 5AM,162.32,23
1364,SEA/TCA WA CP-0024,1/7/11,Lunch,11AM -  2PM,945.13,174
1364,SEA/TCA WA CP-0024,1/7/11,Morning,Open - 11AM,1047.24,253
1364,SEA/TCA WA CP-0024,1/7/11,Regular Menu,10:30AM (11AM weekend) - Close,3847.11,624
1364,SEA/TCA WA CP-0024,1/7/11,Total Day,All hours,4822.38,867
1364,SEA/TCA WA CP-0024,1/8/11,After 4PM,4PM - Close,1481.14,245
1364,SEA/TCA WA CP-0024,1/8/11,Afternoon,2PM - 4PM,545.35,88
1364,SEA/TCA WA CP-0024,1/8/11,Breakfast,Open - 10:30AM (11AM weekend),1320.01,230
1364,SEA/TCA WA CP-0024,1/8/11,Dinner,4PM - 9PM,1028.63,172
1364,SEA/TCA WA CP-0024,1/8/11,Evening,9PM - Close,452.51,73
1364,SEA/TCA WA CP-0024,1/8/11,Late Night,11PM - 5AM,82.43,17
1364,SEA/TCA WA CP-0024,1/8/11,Lunch,11AM -  2PM,1140.59,186
1364,SEA/TCA WA CP-0024,1/8/11,Morning,Open - 11AM,1320.01,230
1364,SEA/TCA WA CP-0024,1/8/11,Regular Menu,10:30AM (11AM weekend) - Close,3167.08,519
1364,SEA/TCA WA CP-0024,1/8/11,Total Day,All hours,4487.09,749
1364,SEA/TCA WA CP-0024,1/9/11,After 4PM,4PM - Close,399.18,62
1364,SEA/TCA WA CP-0024,1/9/11,Afternoon,2PM - 4PM,540.33,89
1364,SEA/TCA WA CP-0024,1/9/11,Breakfast,Open - 10:30AM (11AM weekend),1092.68,187
1364,SEA/TCA WA CP-0024,1/9/11,Dinner,4PM - 9PM,399.18,62
1364,SEA/TCA WA CP-0024,1/9/11,Evening,9PM - Close,0,0
1364,SEA/TCA WA CP-0024,1/9/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/9/11,Lunch,11AM -  2PM,1049.47,161
1364,SEA/TCA WA CP-0024,1/9/11,Morning,Open - 11AM,1092.68,187
1364,SEA/TCA WA CP-0024,1/9/11,Regular Menu,10:30AM (11AM weekend) - Close,1988.98,312
1364,SEA/TCA WA CP-0024,1/9/11,Total Day,All hours,3081.66,499
1364,SEA/TCA WA CP-0024,1/10/11,After 4PM,4PM - Close,1484.11,243
1364,SEA/TCA WA CP-0024,1/10/11,Afternoon,2PM - 4PM,576.4,116
1364,SEA/TCA WA CP-0024,1/10/11,Breakfast,Open - 10:30AM (11AM weekend),773.59,184
1364,SEA/TCA WA CP-0024,1/10/11,Dinner,4PM - 9PM,1213.78,199
1364,SEA/TCA WA CP-0024,1/10/11,Evening,9PM - Close,270.33,44
1364,SEA/TCA WA CP-0024,1/10/11,Late Night,11PM - 5AM,9.14,5
1364,SEA/TCA WA CP-0024,1/10/11,Lunch,11AM -  2PM,876.75,175
1364,SEA/TCA WA CP-0024,1/10/11,Morning,Open - 11AM,861.39,202
1364,SEA/TCA WA CP-0024,1/10/11,Regular Menu,10:30AM (11AM weekend) - Close,3025.06,552
1364,SEA/TCA WA CP-0024,1/10/11,Total Day,All hours,3798.65,736
1364,SEA/TCA WA CP-0024,1/11/11,After 4PM,4PM - Close,1227.54,203
1364,SEA/TCA WA CP-0024,1/11/11,Afternoon,2PM - 4PM,704.03,125
1364,SEA/TCA WA CP-0024,1/11/11,Breakfast,Open - 10:30AM (11AM weekend),842.4,202
1364,SEA/TCA WA CP-0024,1/11/11,Dinner,4PM - 9PM,1137.92,189
1364,SEA/TCA WA CP-0024,1/11/11,Evening,9PM - Close,89.62,14
1364,SEA/TCA WA CP-0024,1/11/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/11/11,Lunch,11AM -  2PM,1180.79,205
1364,SEA/TCA WA CP-0024,1/11/11,Morning,Open - 11AM,915.4,220
1364,SEA/TCA WA CP-0024,1/11/11,Regular Menu,10:30AM (11AM weekend) - Close,3185.36,551
1364,SEA/TCA WA CP-0024,1/11/11,Total Day,All hours,4027.76,753
1364,SEA/TCA WA CP-0024,1/12/11,After 4PM,4PM - Close,1469.53,257
1364,SEA/TCA WA CP-0024,1/12/11,Afternoon,2PM - 4PM,556.08,98
1364,SEA/TCA WA CP-0024,1/12/11,Breakfast,Open - 10:30AM (11AM weekend),712.28,161
1364,SEA/TCA WA CP-0024,1/12/11,Dinner,4PM - 9PM,1289.15,220
1364,SEA/TCA WA CP-0024,1/12/11,Evening,9PM - Close,180.38,37
1364,SEA/TCA WA CP-0024,1/12/11,Late Night,11PM - 5AM,7.28,1
1364,SEA/TCA WA CP-0024,1/12/11,Lunch,11AM -  2PM,916.38,163
1364,SEA/TCA WA CP-0024,1/12/11,Morning,Open - 11AM,809.05,179
1364,SEA/TCA WA CP-0024,1/12/11,Regular Menu,10:30AM (11AM weekend) - Close,3038.76,536
1364,SEA/TCA WA CP-0024,1/12/11,Total Day,All hours,3751.04,697
1364,SEA/TCA WA CP-0024,1/13/11,After 4PM,4PM - Close,1835.94,293
1364,SEA/TCA WA CP-0024,1/13/11,Afternoon,2PM - 4PM,494,92
1364,SEA/TCA WA CP-0024,1/13/11,Breakfast,Open - 10:30AM (11AM weekend),859.65,199
1364,SEA/TCA WA CP-0024,1/13/11,Dinner,4PM - 9PM,1416.48,232
1364,SEA/TCA WA CP-0024,1/13/11,Evening,9PM - Close,419.46,61
1364,SEA/TCA WA CP-0024,1/13/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/13/11,Lunch,11AM -  2PM,1047.7,191
1364,SEA/TCA WA CP-0024,1/13/11,Morning,Open - 11AM,922.45,212
1364,SEA/TCA WA CP-0024,1/13/11,Regular Menu,10:30AM (11AM weekend) - Close,3440.44,589
1364,SEA/TCA WA CP-0024,1/13/11,Total Day,All hours,4300.09,788
1364,SEA/TCA WA CP-0024,1/14/11,After 4PM,4PM - Close,2238.06,333
1364,SEA/TCA WA CP-0024,1/14/11,Afternoon,2PM - 4PM,620.64,114
1364,SEA/TCA WA CP-0024,1/14/11,Breakfast,Open - 10:30AM (11AM weekend),882.29,223
1364,SEA/TCA WA CP-0024,1/14/11,Dinner,4PM - 9PM,1799,258
1364,SEA/TCA WA CP-0024,1/14/11,Evening,9PM - Close,439.06,75
1364,SEA/TCA WA CP-0024,1/14/11,Late Night,11PM - 5AM,81.16,17
1364,SEA/TCA WA CP-0024,1/14/11,Lunch,11AM -  2PM,1127.94,207
1364,SEA/TCA WA CP-0024,1/14/11,Morning,Open - 11AM,945,241
1364,SEA/TCA WA CP-0024,1/14/11,Regular Menu,10:30AM (11AM weekend) - Close,4049.35,672
1364,SEA/TCA WA CP-0024,1/14/11,Total Day,All hours,4931.64,895
1364,SEA/TCA WA CP-0024,1/15/11,After 4PM,4PM - Close,1512.77,245
1364,SEA/TCA WA CP-0024,1/15/11,Afternoon,2PM - 4PM,733.82,106
1364,SEA/TCA WA CP-0024,1/15/11,Breakfast,Open - 10:30AM (11AM weekend),1177.26,226
1364,SEA/TCA WA CP-0024,1/15/11,Dinner,4PM - 9PM,1076.49,181
1364,SEA/TCA WA CP-0024,1/15/11,Evening,9PM - Close,436.28,64
1364,SEA/TCA WA CP-0024,1/15/11,Late Night,11PM - 5AM,179.75,24
1364,SEA/TCA WA CP-0024,1/15/11,Lunch,11AM -  2PM,1267.9,183
1364,SEA/TCA WA CP-0024,1/15/11,Morning,Open - 11AM,1177.26,226
1364,SEA/TCA WA CP-0024,1/15/11,Regular Menu,10:30AM (11AM weekend) - Close,3514.49,534
1364,SEA/TCA WA CP-0024,1/15/11,Total Day,All hours,4691.75,760
1364,SEA/TCA WA CP-0024,1/16/11,After 4PM,4PM - Close,1164.53,202
1364,SEA/TCA WA CP-0024,1/16/11,Afternoon,2PM - 4PM,560.55,85
1364,SEA/TCA WA CP-0024,1/16/11,Breakfast,Open - 10:30AM (11AM weekend),1086.44,188
1364,SEA/TCA WA CP-0024,1/16/11,Dinner,4PM - 9PM,1000.46,173
1364,SEA/TCA WA CP-0024,1/16/11,Evening,9PM - Close,164.07,29
1364,SEA/TCA WA CP-0024,1/16/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/16/11,Lunch,11AM -  2PM,796.27,116
1364,SEA/TCA WA CP-0024,1/16/11,Morning,Open - 11AM,1086.44,188
1364,SEA/TCA WA CP-0024,1/16/11,Regular Menu,10:30AM (11AM weekend) - Close,2521.35,403
1364,SEA/TCA WA CP-0024,1/16/11,Total Day,All hours,3607.79,591
1364,SEA/TCA WA CP-0024,1/17/11,After 4PM,4PM - Close,1375.82,228
1364,SEA/TCA WA CP-0024,1/17/11,Afternoon,2PM - 4PM,630.43,102
1364,SEA/TCA WA CP-0024,1/17/11,Breakfast,Open - 10:30AM (11AM weekend),614.44,154
1364,SEA/TCA WA CP-0024,1/17/11,Dinner,4PM - 9PM,1069.5,178
1364,SEA/TCA WA CP-0024,1/17/11,Evening,9PM - Close,306.32,50
1364,SEA/TCA WA CP-0024,1/17/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/17/11,Lunch,11AM -  2PM,1096.77,159
1364,SEA/TCA WA CP-0024,1/17/11,Morning,Open - 11AM,694.61,170
1364,SEA/TCA WA CP-0024,1/17/11,Regular Menu,10:30AM (11AM weekend) - Close,3183.19,505
1364,SEA/TCA WA CP-0024,1/17/11,Total Day,All hours,3797.63,659
1364,SEA/TCA WA CP-0024,1/18/11,After 4PM,4PM - Close,1468.26,258
1364,SEA/TCA WA CP-0024,1/18/11,Afternoon,2PM - 4PM,491.91,98
1364,SEA/TCA WA CP-0024,1/18/11,Breakfast,Open - 10:30AM (11AM weekend),858.79,213
1364,SEA/TCA WA CP-0024,1/18/11,Dinner,4PM - 9PM,1179.18,206
1364,SEA/TCA WA CP-0024,1/18/11,Evening,9PM - Close,289.08,52
1364,SEA/TCA WA CP-0024,1/18/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/18/11,Lunch,11AM -  2PM,1112.72,195
1364,SEA/TCA WA CP-0024,1/18/11,Morning,Open - 11AM,910.26,223
1364,SEA/TCA WA CP-0024,1/18/11,Regular Menu,10:30AM (11AM weekend) - Close,3124.36,561
1364,SEA/TCA WA CP-0024,1/18/11,Total Day,All hours,3983.15,774
1364,SEA/TCA WA CP-0024,1/19/11,After 4PM,4PM - Close,1425.06,239
1364,SEA/TCA WA CP-0024,1/19/11,Afternoon,2PM - 4PM,349.63,78
1364,SEA/TCA WA CP-0024,1/19/11,Breakfast,Open - 10:30AM (11AM weekend),751.23,206
1364,SEA/TCA WA CP-0024,1/19/11,Dinner,4PM - 9PM,1229.11,201
1364,SEA/TCA WA CP-0024,1/19/11,Evening,9PM - Close,195.95,38
1364,SEA/TCA WA CP-0024,1/19/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/19/11,Lunch,11AM -  2PM,1053.68,188
1364,SEA/TCA WA CP-0024,1/19/11,Morning,Open - 11AM,801.47,218
1364,SEA/TCA WA CP-0024,1/19/11,Regular Menu,10:30AM (11AM weekend) - Close,2878.61,517
1364,SEA/TCA WA CP-0024,1/19/11,Total Day,All hours,3629.84,723
1364,SEA/TCA WA CP-0024,1/20/11,After 4PM,4PM - Close,1969.06,298
1364,SEA/TCA WA CP-0024,1/20/11,Afternoon,2PM - 4PM,573.26,109
1364,SEA/TCA WA CP-0024,1/20/11,Breakfast,Open - 10:30AM (11AM weekend),863.76,203
1364,SEA/TCA WA CP-0024,1/20/11,Dinner,4PM - 9PM,1644.58,252
1364,SEA/TCA WA CP-0024,1/20/11,Evening,9PM - Close,324.48,46
1364,SEA/TCA WA CP-0024,1/20/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/20/11,Lunch,11AM -  2PM,1066.9,203
1364,SEA/TCA WA CP-0024,1/20/11,Morning,Open - 11AM,927.07,216
1364,SEA/TCA WA CP-0024,1/20/11,Regular Menu,10:30AM (11AM weekend) - Close,3672.53,623
1364,SEA/TCA WA CP-0024,1/20/11,Total Day,All hours,4536.29,826
1364,SEA/TCA WA CP-0024,1/21/11,After 4PM,4PM - Close,2108.98,328
1364,SEA/TCA WA CP-0024,1/21/11,Afternoon,2PM - 4PM,470.35,94
1364,SEA/TCA WA CP-0024,1/21/11,Breakfast,Open - 10:30AM (11AM weekend),931.56,212
1364,SEA/TCA WA CP-0024,1/21/11,Dinner,4PM - 9PM,1640.37,250
1364,SEA/TCA WA CP-0024,1/21/11,Evening,9PM - Close,468.61,78
1364,SEA/TCA WA CP-0024,1/21/11,Late Night,11PM - 5AM,96.72,16
1364,SEA/TCA WA CP-0024,1/21/11,Lunch,11AM -  2PM,1003.99,177
1364,SEA/TCA WA CP-0024,1/21/11,Morning,Open - 11AM,1016.71,228
1364,SEA/TCA WA CP-0024,1/21/11,Regular Menu,10:30AM (11AM weekend) - Close,3668.47,615
1364,SEA/TCA WA CP-0024,1/21/11,Total Day,All hours,4600.03,827
1364,SEA/TCA WA CP-0024,1/22/11,After 4PM,4PM - Close,1557.73,258
1364,SEA/TCA WA CP-0024,1/22/11,Afternoon,2PM - 4PM,638.57,114
1364,SEA/TCA WA CP-0024,1/22/11,Breakfast,Open - 10:30AM (11AM weekend),1296.18,235
1364,SEA/TCA WA CP-0024,1/22/11,Dinner,4PM - 9PM,1147.57,187
1364,SEA/TCA WA CP-0024,1/22/11,Evening,9PM - Close,410.16,71
1364,SEA/TCA WA CP-0024,1/22/11,Late Night,11PM - 5AM,119.46,22
1364,SEA/TCA WA CP-0024,1/22/11,Lunch,11AM -  2PM,1092.3,183
1364,SEA/TCA WA CP-0024,1/22/11,Morning,Open - 11AM,1296.18,235
1364,SEA/TCA WA CP-0024,1/22/11,Regular Menu,10:30AM (11AM weekend) - Close,3288.6,555
1364,SEA/TCA WA CP-0024,1/22/11,Total Day,All hours,4584.78,790
1364,SEA/TCA WA CP-0024,1/23/11,After 4PM,4PM - Close,1224.3,191
1364,SEA/TCA WA CP-0024,1/23/11,Afternoon,2PM - 4PM,464.76,75
1364,SEA/TCA WA CP-0024,1/23/11,Breakfast,Open - 10:30AM (11AM weekend),1062.01,186
1364,SEA/TCA WA CP-0024,1/23/11,Dinner,4PM - 9PM,1064.67,166
1364,SEA/TCA WA CP-0024,1/23/11,Evening,9PM - Close,159.63,25
1364,SEA/TCA WA CP-0024,1/23/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/23/11,Lunch,11AM -  2PM,975.76,148
1364,SEA/TCA WA CP-0024,1/23/11,Morning,Open - 11AM,1062.01,186
1364,SEA/TCA WA CP-0024,1/23/11,Regular Menu,10:30AM (11AM weekend) - Close,2664.82,414
1364,SEA/TCA WA CP-0024,1/23/11,Total Day,All hours,3726.83,600
1364,SEA/TCA WA CP-0024,1/24/11,After 4PM,4PM - Close,1447.63,241
1364,SEA/TCA WA CP-0024,1/24/11,Afternoon,2PM - 4PM,429.25,92
1364,SEA/TCA WA CP-0024,1/24/11,Breakfast,Open - 10:30AM (11AM weekend),620.11,169
1364,SEA/TCA WA CP-0024,1/24/11,Dinner,4PM - 9PM,1259.43,205
1364,SEA/TCA WA CP-0024,1/24/11,Evening,9PM - Close,188.2,36
1364,SEA/TCA WA CP-0024,1/24/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/24/11,Lunch,11AM -  2PM,999.85,183
1364,SEA/TCA WA CP-0024,1/24/11,Morning,Open - 11AM,670.65,185
1364,SEA/TCA WA CP-0024,1/24/11,Regular Menu,10:30AM (11AM weekend) - Close,2927.27,532
1364,SEA/TCA WA CP-0024,1/24/11,Total Day,All hours,3547.38,701
1364,SEA/TCA WA CP-0024,1/25/11,After 4PM,4PM - Close,1673.08,261
1364,SEA/TCA WA CP-0024,1/25/11,Afternoon,2PM - 4PM,507.44,97
1364,SEA/TCA WA CP-0024,1/25/11,Breakfast,Open - 10:30AM (11AM weekend),789.37,197
1364,SEA/TCA WA CP-0024,1/25/11,Dinner,4PM - 9PM,1352.67,212
1364,SEA/TCA WA CP-0024,1/25/11,Evening,9PM - Close,320.41,49
1364,SEA/TCA WA CP-0024,1/25/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/25/11,Lunch,11AM -  2PM,1154.13,192
1364,SEA/TCA WA CP-0024,1/25/11,Morning,Open - 11AM,884.36,212
1364,SEA/TCA WA CP-0024,1/25/11,Regular Menu,10:30AM (11AM weekend) - Close,3429.64,565
1364,SEA/TCA WA CP-0024,1/25/11,Total Day,All hours,4219.01,762
1364,SEA/TCA WA CP-0024,1/26/11,After 4PM,4PM - Close,1585.21,272
1364,SEA/TCA WA CP-0024,1/26/11,Afternoon,2PM - 4PM,545.37,104
1364,SEA/TCA WA CP-0024,1/26/11,Breakfast,Open - 10:30AM (11AM weekend),837.84,222
1364,SEA/TCA WA CP-0024,1/26/11,Dinner,4PM - 9PM,1357.89,230
1364,SEA/TCA WA CP-0024,1/26/11,Evening,9PM - Close,227.32,42
1364,SEA/TCA WA CP-0024,1/26/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/26/11,Lunch,11AM -  2PM,893.14,168
1364,SEA/TCA WA CP-0024,1/26/11,Morning,Open - 11AM,882.82,229
1364,SEA/TCA WA CP-0024,1/26/11,Regular Menu,10:30AM (11AM weekend) - Close,3068.7,551
1364,SEA/TCA WA CP-0024,1/26/11,Total Day,All hours,3906.54,773
1364,SEA/TCA WA CP-0024,1/27/11,After 4PM,4PM - Close,1888.17,294
1364,SEA/TCA WA CP-0024,1/27/11,Afternoon,2PM - 4PM,488.05,109
1364,SEA/TCA WA CP-0024,1/27/11,Breakfast,Open - 10:30AM (11AM weekend),896.09,200
1364,SEA/TCA WA CP-0024,1/27/11,Dinner,4PM - 9PM,1570.14,241
1364,SEA/TCA WA CP-0024,1/27/11,Evening,9PM - Close,318.03,53
1364,SEA/TCA WA CP-0024,1/27/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/27/11,Lunch,11AM -  2PM,970.09,200
1364,SEA/TCA WA CP-0024,1/27/11,Morning,Open - 11AM,987.85,220
1364,SEA/TCA WA CP-0024,1/27/11,Regular Menu,10:30AM (11AM weekend) - Close,3438.07,623
1364,SEA/TCA WA CP-0024,1/27/11,Total Day,All hours,4334.16,823
1364,SEA/TCA WA CP-0024,1/28/11,After 4PM,4PM - Close,1972.98,307
1364,SEA/TCA WA CP-0024,1/28/11,Afternoon,2PM - 4PM,547.82,99
1364,SEA/TCA WA CP-0024,1/28/11,Breakfast,Open - 10:30AM (11AM weekend),1076.66,211
1364,SEA/TCA WA CP-0024,1/28/11,Dinner,4PM - 9PM,1444.54,233
1364,SEA/TCA WA CP-0024,1/28/11,Evening,9PM - Close,528.44,74
1364,SEA/TCA WA CP-0024,1/28/11,Late Night,11PM - 5AM,116.67,19
1364,SEA/TCA WA CP-0024,1/28/11,Lunch,11AM -  2PM,1310.25,208
1364,SEA/TCA WA CP-0024,1/28/11,Morning,Open - 11AM,1169.44,223
1364,SEA/TCA WA CP-0024,1/28/11,Regular Menu,10:30AM (11AM weekend) - Close,3923.83,626
1364,SEA/TCA WA CP-0024,1/28/11,Total Day,All hours,5000.49,837
1364,SEA/TCA WA CP-0024,1/29/11,After 4PM,4PM - Close,1625.29,271
1364,SEA/TCA WA CP-0024,1/29/11,Afternoon,2PM - 4PM,675.65,111
1364,SEA/TCA WA CP-0024,1/29/11,Breakfast,Open - 10:30AM (11AM weekend),1341.87,240
1364,SEA/TCA WA CP-0024,1/29/11,Dinner,4PM - 9PM,1197.31,192
1364,SEA/TCA WA CP-0024,1/29/11,Evening,9PM - Close,427.98,79
1364,SEA/TCA WA CP-0024,1/29/11,Late Night,11PM - 5AM,112.74,17
1364,SEA/TCA WA CP-0024,1/29/11,Lunch,11AM -  2PM,1266.83,188
1364,SEA/TCA WA CP-0024,1/29/11,Morning,Open - 11AM,1341.87,240
1364,SEA/TCA WA CP-0024,1/29/11,Regular Menu,10:30AM (11AM weekend) - Close,3567.77,570
1364,SEA/TCA WA CP-0024,1/29/11,Total Day,All hours,4909.64,810
1364,SEA/TCA WA CP-0024,1/30/11,After 4PM,4PM - Close,1363.83,214
1364,SEA/TCA WA CP-0024,1/30/11,Afternoon,2PM - 4PM,483.01,81
1364,SEA/TCA WA CP-0024,1/30/11,Breakfast,Open - 10:30AM (11AM weekend),932.04,167
1364,SEA/TCA WA CP-0024,1/30/11,Dinner,4PM - 9PM,1184.41,180
1364,SEA/TCA WA CP-0024,1/30/11,Evening,9PM - Close,179.42,34
1364,SEA/TCA WA CP-0024,1/30/11,Late Night,11PM - 5AM,0,0
1364,SEA/TCA WA CP-0024,1/30/11,Lunch,11AM -  2PM,1051.98,163
1364,SEA/TCA WA CP-0024,1/30/11,Morning,Open - 11AM,932.04,167
1364,SEA/TCA WA CP-0024,1/30/11,Regular Menu,10:30AM (11AM weekend) - Close,2898.82,458
1364,SEA/TCA WA CP-0024,1/30/11,Total Day,All hours,3830.86,625
1364,SEA/TCA WA CP-0024,1/31/11,After 4PM,4PM - Close,1372.74,244
1364,SEA/TCA WA CP-0024,1/31/11,Afternoon,2PM - 4PM,579.19,121
1364,SEA/TCA WA CP-0024,1/31/11,Breakfast,Open - 10:30AM (11AM weekend),849.08,197
1364,SEA/TCA WA CP-0024,1/31/11,Dinner,4PM - 9PM,1189.29,210
1364,SEA/TCA WA CP-0024,1/31/11,Evening,9PM - Close,183.45,34
1364,SEA/TCA WA CP-0024,1/31/11,Late Night,11PM - 5AM,6.76,1
