,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
1209,2009-04-24,Friday,18,28,39,6,71,none
1210,2009-04-25,Saturday,21,42,86,67,20,promotion
1211,2009-04-26,Sunday,39,38,42,15,10,none
1212,2009-04-27,Monday,1,50,82,53,17,promotion
1213,2009-04-28,Tuesday,7,5,33,65,15,none
1214,2009-04-29,Wednesday,45,20,48,30,62,promotion
1215,2009-04-30,Thursday,23,52,83,21,66,promotion
1216,2009-05-01,Friday,16,34,28,70,30,none
1217,2009-05-02,Saturday,11,22,76,4,50,none
1218,2009-05-03,Sunday,35,5,86,6,20,none
1219,2009-05-04,Monday,41,52,73,23,22,promotion
1220,2009-05-05,Tuesday,39,26,63,68,59,promotion
1221,2009-05-06,Wednesday,22,52,88,13,25,none
1222,2009-05-07,Thursday,35,8,41,1,85,none
1223,2009-05-08,Friday,33,57,84,33,94,promotion
1224,2009-05-09,Saturday,43,37,21,39,39,none
1225,2009-05-10,Sunday,45,52,92,69,70,promotion
1226,2009-05-11,Monday,36,32,7,41,82,none
1227,2009-05-12,Tuesday,42,48,42,69,9,promotion
1228,2009-05-13,Wednesday,40,3,93,11,47,none
1229,2009-05-14,Thursday,28,58,113,30,96,promotion
1230,2009-05-15,Friday,49,26,76,17,95,promotion
1231,2009-05-16,Saturday,11,13,7,17,99,none
1232,2009-05-17,Sunday,5,53,81,10,86,promotion
1233,2009-05-18,Monday,18,58,32,22,38,none
1234,2009-05-19,Tuesday,4,6,46,56,48,none
1235,2009-05-20,Wednesday,38,36,72,28,89,promotion
1236,2009-05-21,Thursday,31,31,37,42,55,none
1237,2009-05-22,Friday,24,53,26,74,99,promotion
1238,2009-05-23,Saturday,30,53,30,36,51,none
1239,2009-05-24,Sunday,39,10,119,64,4,promotion
1240,2009-05-25,Monday,31,50,47,59,12,none
1241,2009-05-26,Tuesday,12,52,70,11,32,none
1242,2009-05-27,Wednesday,3,18,58,54,19,none
1243,2009-05-28,Thursday,30,57,64,65,27,promotion
1244,2009-05-29,Friday,8,30,73,23,37,none
1245,2009-05-30,Saturday,10,12,69,44,57,none
1246,2009-05-31,Sunday,24,35,34,73,63,promotion
1247,2009-06-01,Monday,1,44,38,29,22,none
1248,2009-06-02,Tuesday,49,57,2,53,95,promotion
1249,2009-06-03,Wednesday,18,59,24,1,66,none
1250,2009-06-04,Thursday,41,44,50,66,54,promotion
1251,2009-06-05,Friday,22,34,13,13,28,none
1252,2009-06-06,Saturday,31,59,2,45,45,none
1253,2009-06-07,Sunday,27,29,72,52,14,none
1254,2009-06-08,Monday,16,23,93,11,19,none
1255,2009-06-09,Tuesday,49,26,9,61,68,promotion
1256,2009-06-10,Wednesday,18,28,47,45,23,none
1257,2009-06-11,Thursday,11,18,37,20,98,none
1258,2009-06-12,Friday,18,34,49,62,20,none
1259,2009-06-13,Saturday,4,34,57,51,95,promotion
1260,2009-06-14,Sunday,40,53,42,59,55,promotion
1261,2009-06-15,Monday,10,26,89,61,17,promotion
1262,2009-06-16,Tuesday,30,21,65,20,16,none
1263,2009-06-17,Wednesday,4,8,99,74,48,promotion
1264,2009-06-18,Thursday,8,1,46,14,31,none
1265,2009-06-19,Friday,17,13,46,70,1,none
1266,2009-06-20,Saturday,35,50,16,59,43,promotion
1267,2009-06-21,Sunday,5,8,40,44,17,none
1268,2009-06-22,Monday,27,45,3,37,88,none
1269,2009-06-23,Tuesday,37,24,43,31,81,promotion
1270,2009-06-24,Wednesday,7,39,12,57,77,none
1271,2009-06-25,Thursday,33,3,112,1,61,promotion
1272,2009-06-26,Friday,18,10,69,30,47,none
1273,2009-06-27,Saturday,38,31,96,12,65,promotion
1274,2009-06-28,Sunday,28,51,111,50,1,promotion
1275,2009-06-29,Monday,15,27,71,43,66,promotion
1276,2009-06-30,Tuesday,23,13,61,6,28,none
1277,2009-07-01,Wednesday,32,19,67,10,35,none
1278,2009-07-02,Thursday,9,40,58,28,23,none
1279,2009-07-03,Friday,30,50,75,47,51,promotion
1280,2009-07-04,Saturday,29,30,101,44,97,promotion
1281,2009-07-05,Sunday,32,59,43,16,12,none
1282,2009-07-06,Monday,35,47,46,64,72,promotion
1283,2009-07-07,Tuesday,18,39,82,36,93,promotion
1284,2009-07-08,Wednesday,29,56,111,11,33,promotion
1285,2009-07-09,Thursday,48,7,77,8,98,promotion
1286,2009-07-10,Friday,17,3,105,15,26,none
1287,2009-07-11,Saturday,9,50,18,36,27,none
1288,2009-07-12,Sunday,45,14,48,11,6,none
1289,2009-07-13,Monday,8,57,54,7,18,none
1290,2009-07-14,Tuesday,13,52,8,28,99,none
1291,2009-07-15,Wednesday,33,17,76,23,57,promotion
1292,2009-07-16,Thursday,21,32,27,51,39,none
1293,2009-07-17,Friday,44,9,23,13,5,none
1294,2009-07-18,Saturday,12,42,101,58,48,promotion
1295,2009-07-19,Sunday,30,40,114,35,51,promotion
1296,2009-07-20,Monday,41,32,92,43,45,promotion
1297,2009-07-21,Tuesday,1,26,77,50,87,promotion
1298,2009-07-22,Wednesday,21,19,72,21,28,none
1299,2009-07-23,Thursday,46,20,83,26,59,promotion
1300,2009-07-24,Friday,29,29,64,17,65,promotion
1301,2009-07-25,Saturday,14,2,82,47,53,none
1302,2009-07-26,Sunday,38,58,55,65,3,promotion
1303,2009-07-27,Monday,48,27,8,29,67,none
1304,2009-07-28,Tuesday,40,52,55,70,21,promotion
1305,2009-07-29,Wednesday,5,31,72,59,57,promotion
1306,2009-07-30,Thursday,47,22,9,27,84,none
1307,2009-07-31,Friday,13,53,85,56,31,promotion
1308,2009-08-01,Saturday,38,12,50,5,29,none
1309,2009-08-02,Sunday,49,36,12,70,97,promotion
1310,2009-08-03,Monday,5,35,89,69,28,promotion
1311,2009-08-04,Tuesday,42,55,51,19,48,promotion
1312,2009-08-05,Wednesday,37,1,27,29,96,none
1313,2009-08-06,Thursday,17,58,14,60,63,promotion
1314,2009-08-07,Friday,19,25,113,66,75,promotion
1315,2009-08-08,Saturday,38,47,45,3,45,none
1316,2009-08-09,Sunday,31,33,13,48,35,none
1317,2009-08-10,Monday,47,41,76,65,63,promotion
1318,2009-08-11,Tuesday,36,59,79,72,29,promotion
1319,2009-08-12,Wednesday,49,5,20,70,77,promotion
1320,2009-08-13,Thursday,1,30,35,28,63,none
1321,2009-08-14,Friday,10,52,19,67,60,promotion
1322,2009-08-15,Saturday,34,55,103,65,75,promotion
1323,2009-08-16,Sunday,49,57,61,5,9,none
1324,2009-08-17,Monday,13,53,66,43,3,none
1325,2009-08-18,Tuesday,7,19,32,32,62,none
1326,2009-08-19,Wednesday,37,53,70,41,31,promotion
1327,2009-08-20,Thursday,36,38,52,6,76,promotion
1328,2009-08-21,Friday,39,40,104,68,18,promotion
1329,2009-08-22,Saturday,37,3,113,24,22,none
1330,2009-08-23,Sunday,31,52,9,30,39,none
1331,2009-08-24,Monday,20,34,33,35,81,promotion
1332,2009-08-25,Tuesday,39,26,7,62,57,none
1333,2009-08-26,Wednesday,45,28,34,39,83,promotion
1334,2009-08-27,Thursday,36,46,1,52,45,none
1335,2009-08-28,Friday,15,23,4,56,38,none
1336,2009-08-29,Saturday,30,43,64,72,89,promotion
1337,2009-08-30,Sunday,18,50,42,26,45,none
1338,2009-08-31,Monday,4,7,54,47,74,none
1339,2009-09-01,Tuesday,30,54,48,50,48,promotion
1340,2009-09-02,Wednesday,28,30,59,49,86,promotion
1341,2009-09-03,Thursday,4,33,70,15,84,promotion
1342,2009-09-04,Friday,34,40,45,69,63,promotion
1343,2009-09-05,Saturday,28,24,99,63,65,promotion
1344,2009-09-06,Sunday,37,38,2,5,47,none
1345,2009-09-07,Monday,22,11,104,28,77,promotion
1346,2009-09-08,Tuesday,40,10,12,45,28,none
1347,2009-09-09,Wednesday,43,2,115,69,50,promotion
1348,2009-09-10,Thursday,11,1,14,7,73,none
1349,2009-09-11,Friday,30,4,13,43,77,none
1350,2009-09-12,Saturday,30,26,77,25,13,none
1351,2009-09-13,Sunday,25,41,18,57,23,none
1352,2009-09-14,Monday,17,13,60,53,98,promotion
1353,2009-09-15,Tuesday,1,4,42,48,77,none
1354,2009-09-16,Wednesday,37,35,53,49,63,promotion
1355,2009-09-17,Thursday,35,28,90,32,7,none
1356,2009-09-18,Friday,14,50,108,25,86,promotion
1357,2009-09-19,Saturday,2,2,36,55,13,none
1358,2009-09-20,Sunday,3,9,27,5,86,none
1359,2009-09-21,Monday,3,39,56,39,46,none
1360,2009-09-22,Tuesday,20,34,63,59,13,none
1361,2009-09-23,Wednesday,13,44,99,60,46,promotion
1362,2009-09-24,Thursday,31,32,54,30,47,none
1363,2009-09-25,Friday,40,30,73,63,81,promotion
1364,2009-09-26,Saturday,22,49,43,4,30,none
1365,2009-09-27,Sunday,14,46,72,3,30,none
1366,2009-09-28,Monday,27,14,14,2,2,none
1367,2009-09-29,Tuesday,13,15,9,51,60,none
1368,2009-09-30,Wednesday,1,29,27,15,99,none
1369,2009-10-01,Thursday,2,17,84,30,29,none
1370,2009-10-02,Friday,37,36,48,62,55,promotion
1371,2009-10-03,Saturday,11,25,116,25,38,promotion
1372,2009-10-04,Sunday,43,46,58,24,19,none
1373,2009-10-05,Monday,33,7,31,41,93,promotion
1374,2009-10-06,Tuesday,29,19,76,5,47,none
1375,2009-10-07,Wednesday,3,57,55,15,81,promotion
1376,2009-10-08,Thursday,29,34,116,65,10,promotion
1377,2009-10-09,Friday,2,9,57,28,26,none
1378,2009-10-10,Saturday,14,15,50,3,98,none
1379,2009-10-11,Sunday,20,19,100,43,25,promotion
1380,2009-10-12,Monday,48,42,20,20,88,promotion
1381,2009-10-13,Tuesday,18,40,23,68,66,promotion
1382,2009-10-14,Wednesday,37,25,101,25,73,promotion
1383,2009-10-15,Thursday,8,13,20,39,85,none
1384,2009-10-16,Friday,7,10,117,12,95,promotion
1385,2009-10-17,Saturday,10,49,48,1,62,none
1386,2009-10-18,Sunday,16,34,51,50,28,none
1387,2009-10-19,Monday,19,50,99,33,28,promotion
1388,2009-10-20,Tuesday,30,34,74,6,44,none
1389,2009-10-21,Wednesday,43,51,44,55,77,promotion
1390,2009-10-22,Thursday,19,25,19,1,98,none
1391,2009-10-23,Friday,3,16,53,59,50,none
1392,2009-10-24,Saturday,30,47,109,28,74,promotion
1393,2009-10-25,Sunday,18,40,6,52,27,none
1394,2009-10-26,Monday,36,7,27,63,46,none
1395,2009-10-27,Tuesday,20,18,16,62,7,none
1396,2009-10-28,Wednesday,17,9,32,60,79,none
1397,2009-10-29,Thursday,24,48,12,39,88,promotion
1398,2009-10-30,Friday,13,2,3,47,74,none
1399,2009-10-31,Saturday,36,8,56,32,3,none
1400,2009-11-01,Sunday,46,21,43,51,53,promotion
1401,2009-11-02,Monday,3,41,79,38,39,none
1402,2009-11-03,Tuesday,21,9,13,40,47,none
1403,2009-11-04,Wednesday,4,53,75,1,84,promotion
1404,2009-11-05,Thursday,18,1,72,50,63,promotion
1405,2009-11-06,Friday,45,56,23,1,62,none
1406,2009-11-07,Saturday,39,42,56,61,29,promotion
1407,2009-11-08,Sunday,43,3,80,27,83,promotion
1408,2009-11-09,Monday,11,33,53,65,53,promotion
1409,2009-11-10,Tuesday,38,23,68,48,85,promotion
1410,2009-11-11,Wednesday,43,11,80,53,3,none
1411,2009-11-12,Thursday,41,31,108,37,65,promotion
1412,2009-11-13,Friday,48,9,97,58,91,promotion
1413,2009-11-14,Saturday,28,22,3,27,93,none
1414,2009-11-15,Sunday,5,56,111,56,30,promotion
1415,2009-11-16,Monday,23,58,26,58,63,promotion
1416,2009-11-17,Tuesday,38,46,110,22,41,promotion
1417,2009-11-18,Wednesday,36,4,60,70,62,promotion
1418,2009-11-19,Thursday,31,6,7,55,67,none
1419,2009-11-20,Friday,8,28,14,22,58,none
1420,2009-11-21,Saturday,25,27,111,41,12,promotion
1421,2009-11-22,Sunday,25,13,77,15,27,none
1422,2009-11-23,Monday,48,1,115,70,45,promotion
1423,2009-11-24,Tuesday,16,4,95,19,65,none
1424,2009-11-25,Wednesday,11,44,90,35,31,promotion
1425,2009-11-26,Thursday,20,33,47,25,17,none
1426,2009-11-27,Friday,14,41,2,15,54,none
1427,2009-11-28,Saturday,40,21,56,16,22,none
1428,2009-11-29,Sunday,38,15,80,24,73,promotion
1429,2009-11-30,Monday,40,25,52,66,57,promotion
1430,2009-12-01,Tuesday,19,4,73,63,12,none
1431,2009-12-02,Wednesday,8,33,109,32,25,promotion
1432,2009-12-03,Thursday,25,10,92,1,48,none
1433,2009-12-04,Friday,33,7,65,45,52,promotion
1434,2009-12-05,Saturday,45,4,44,55,82,promotion
1435,2009-12-06,Sunday,40,59,37,68,37,promotion
1436,2009-12-07,Monday,41,29,60,66,57,promotion
1437,2009-12-08,Tuesday,48,4,93,41,13,none
1438,2009-12-09,Wednesday,37,16,43,25,17,none
1439,2009-12-10,Thursday,43,33,44,28,21,none
1440,2009-12-11,Friday,17,39,107,39,79,promotion
1441,2009-12-12,Saturday,27,45,84,50,32,promotion
1442,2009-12-13,Sunday,41,29,35,27,39,none
1443,2009-12-14,Monday,17,54,70,13,99,promotion
1444,2009-12-15,Tuesday,47,51,99,58,86,promotion
1445,2009-12-16,Wednesday,33,6,35,24,83,none
1446,2009-12-17,Thursday,31,2,66,42,51,none
1447,2009-12-18,Friday,21,18,97,34,34,promotion
1448,2009-12-19,Saturday,24,48,1,29,47,none
1449,2009-12-20,Sunday,16,9,64,45,65,none
1450,2009-12-21,Monday,45,10,102,4,16,none
1451,2009-12-22,Tuesday,20,53,3,3,94,none
1452,2009-12-23,Wednesday,35,14,70,52,53,promotion
1453,2009-12-24,Thursday,28,49,58,67,89,promotion
1454,2009-12-25,Friday,46,42,77,66,59,promotion
1455,2009-12-26,Saturday,35,25,2,65,17,none
1456,2009-12-27,Sunday,18,5,8,55,1,none
1457,2009-12-28,Monday,24,8,40,64,25,none
1458,2009-12-29,Tuesday,28,6,35,26,87,none
1459,2009-12-30,Wednesday,14,40,109,30,90,promotion
1460,2009-12-31,Thursday,49,21,96,56,42,promotion
1461,2010-01-01,Friday,24,4,89,23,72,promotion
1462,2010-01-02,Saturday,31,2,79,68,2,none
1463,2010-01-03,Sunday,6,10,57,41,17,none
1464,2010-01-04,Monday,40,27,52,63,79,promotion
1465,2010-01-05,Tuesday,34,2,115,27,24,promotion
1466,2010-01-06,Wednesday,35,41,96,55,13,promotion
1467,2010-01-07,Thursday,29,49,119,53,54,promotion
1468,2010-01-08,Friday,2,39,22,40,19,none
1469,2010-01-09,Saturday,5,47,84,60,83,promotion
1470,2010-01-10,Sunday,22,22,32,42,37,none
1471,2010-01-11,Monday,9,13,88,14,85,promotion
1472,2010-01-12,Tuesday,34,7,49,59,68,promotion
1473,2010-01-13,Wednesday,36,33,50,61,54,promotion
1474,2010-01-14,Thursday,49,43,61,74,56,promotion
1475,2010-01-15,Friday,36,21,62,54,18,none
1476,2010-01-16,Saturday,26,13,100,6,87,promotion
1477,2010-01-17,Sunday,6,23,51,64,83,promotion
1478,2010-01-18,Monday,2,21,33,58,36,none
1479,2010-01-19,Tuesday,36,46,65,35,35,promotion
1480,2010-01-20,Wednesday,8,34,102,72,5,promotion
1481,2010-01-21,Thursday,2,33,21,30,95,none
1482,2010-01-22,Friday,2,10,73,48,43,none
1483,2010-01-23,Saturday,8,37,44,45,54,none
1484,2010-01-24,Sunday,26,4,70,29,98,promotion
1485,2010-01-25,Monday,37,42,41,2,16,none
1486,2010-01-26,Tuesday,14,9,113,1,28,none
1487,2010-01-27,Wednesday,45,29,26,50,70,promotion
1488,2010-01-28,Thursday,28,52,71,9,88,promotion
1489,2010-01-29,Friday,33,14,19,74,84,promotion
1490,2010-01-30,Saturday,44,24,88,44,14,promotion
1491,2010-01-31,Sunday,20,8,70,37,58,none
1492,2010-02-01,Monday,35,52,75,33,21,promotion
1493,2010-02-02,Tuesday,46,13,100,1,27,none
1494,2010-02-03,Wednesday,37,3,54,60,96,promotion
1495,2010-02-04,Thursday,17,37,51,74,16,none
1496,2010-02-05,Friday,49,46,21,43,82,promotion
1497,2010-02-06,Saturday,43,14,65,1,39,none
1498,2010-02-07,Sunday,44,24,46,47,83,promotion
1499,2010-02-08,Monday,4,40,96,33,39,promotion
1500,2010-02-09,Tuesday,9,58,8,38,17,none
1501,2010-02-10,Wednesday,20,55,81,24,90,promotion
1502,2010-02-11,Thursday,47,10,100,21,43,promotion
1503,2010-02-12,Friday,1,40,102,9,14,none
1504,2010-02-13,Saturday,21,16,82,42,48,promotion
1505,2010-02-14,Sunday,33,12,63,15,12,none
1506,2010-02-15,Monday,35,10,56,65,44,promotion
1507,2010-02-16,Tuesday,44,2,81,52,19,none
1508,2010-02-17,Wednesday,6,27,21,16,18,none
1509,2010-02-18,Thursday,22,12,36,12,95,none
1510,2010-02-19,Friday,25,32,36,49,90,promotion
1511,2010-02-20,Saturday,3,49,24,12,6,none
1512,2010-02-21,Sunday,8,59,89,68,53,promotion
1513,2010-02-22,Monday,45,12,58,57,89,promotion
1514,2010-02-23,Tuesday,12,2,11,68,54,none
1515,2010-02-24,Wednesday,29,58,22,35,37,none
1516,2010-02-25,Thursday,32,9,85,46,4,none
1517,2010-02-26,Friday,2,26,106,16,3,none
1518,2010-02-27,Saturday,17,57,92,18,93,promotion
1519,2010-02-28,Sunday,19,31,21,59,2,none
1520,2010-03-01,Monday,15,34,102,24,20,none
1521,2010-03-02,Tuesday,22,45,112,34,30,promotion
1522,2010-03-03,Wednesday,48,24,85,58,42,promotion
1523,2010-03-04,Thursday,48,21,83,74,51,promotion
1524,2010-03-05,Friday,6,50,20,72,95,promotion
1525,2010-03-06,Saturday,34,9,75,54,45,promotion
1526,2010-03-07,Sunday,43,1,72,34,65,promotion
1527,2010-03-08,Monday,3,35,43,33,96,promotion
1528,2010-03-09,Tuesday,28,31,64,16,63,promotion
1529,2010-03-10,Wednesday,41,39,106,4,86,promotion
1530,2010-03-11,Thursday,20,21,96,28,92,promotion
1531,2010-03-12,Friday,16,38,79,38,85,promotion
1532,2010-03-13,Saturday,8,23,94,50,68,promotion
1533,2010-03-14,Sunday,45,43,52,48,1,none
1534,2010-03-15,Monday,30,49,116,3,95,promotion
1535,2010-03-16,Tuesday,36,23,32,55,48,none
1536,2010-03-17,Wednesday,34,42,34,12,23,none
1537,2010-03-18,Thursday,49,21,95,13,73,promotion
1538,2010-03-19,Friday,17,44,104,65,74,promotion
1539,2010-03-20,Saturday,25,8,119,12,93,promotion
1540,2010-03-21,Sunday,6,2,108,16,8,none
1541,2010-03-22,Monday,43,57,34,40,99,promotion
1542,2010-03-23,Tuesday,20,46,30,55,45,none
1543,2010-03-24,Wednesday,18,31,9,62,78,none
1544,2010-03-25,Thursday,46,13,36,57,91,promotion
1545,2010-03-26,Friday,33,6,7,49,59,none
1546,2010-03-27,Saturday,23,57,73,32,17,promotion
1547,2010-03-28,Sunday,34,22,110,65,61,promotion
1548,2010-03-29,Monday,39,6,35,36,6,none
1549,2010-03-30,Tuesday,10,17,75,36,47,none
1550,2010-03-31,Wednesday,6,44,63,47,71,promotion
1551,2010-04-01,Thursday,13,24,59,38,43,none
1552,2010-04-02,Friday,43,41,117,71,45,promotion
1553,2010-04-03,Saturday,17,38,51,55,78,promotion
1554,2010-04-04,Sunday,18,48,103,68,90,promotion
1555,2010-04-05,Monday,5,49,25,27,23,none
1556,2010-04-06,Tuesday,26,40,62,3,60,none
1557,2010-04-07,Wednesday,15,41,26,42,77,promotion
1558,2010-04-08,Thursday,46,39,95,69,56,promotion
1559,2010-04-09,Friday,18,44,74,32,25,none
1560,2010-04-10,Saturday,30,59,53,73,5,promotion
1561,2010-04-11,Sunday,7,49,31,39,17,none
1562,2010-04-12,Monday,29,1,44,20,61,none
1563,2010-04-13,Tuesday,11,10,99,17,72,promotion
1564,2010-04-14,Wednesday,6,16,28,16,37,none
1565,2010-04-15,Thursday,37,53,8,65,91,promotion
1566,2010-04-16,Friday,37,45,26,61,90,promotion
1567,2010-04-17,Saturday,21,54,81,71,62,promotion
1568,2010-04-18,Sunday,23,5,53,15,26,none
1569,2010-04-19,Monday,11,29,53,39,96,promotion
1570,2010-04-20,Tuesday,44,50,109,19,91,promotion
1571,2010-04-21,Wednesday,31,36,67,53,1,none
1572,2010-04-22,Thursday,15,21,55,26,49,none
1573,2010-04-23,Friday,49,7,31,42,39,none
1574,2010-04-24,Saturday,2,42,5,59,96,promotion
1575,2010-04-25,Sunday,41,32,73,39,11,none
1576,2010-04-26,Monday,8,26,113,49,39,promotion
1577,2010-04-27,Tuesday,6,17,21,42,3,none
1578,2010-04-28,Wednesday,16,5,48,55,18,none
1579,2010-04-29,Thursday,42,47,98,2,5,none
1580,2010-04-30,Friday,33,14,62,10,60,none
1581,2010-05-01,Saturday,24,34,71,13,53,none
1582,2010-05-02,Sunday,15,18,30,49,98,promotion
1583,2010-05-03,Monday,35,48,71,54,4,promotion
1584,2010-05-04,Tuesday,30,2,37,70,54,none
1585,2010-05-05,Wednesday,26,26,91,57,83,promotion
1586,2010-05-06,Thursday,5,48,34,60,76,promotion
1587,2010-05-07,Friday,1,23,85,30,4,none
1588,2010-05-08,Saturday,27,43,80,3,8,none
1589,2010-05-09,Sunday,21,23,57,31,99,promotion
1590,2010-05-10,Monday,6,18,12,35,76,none
1591,2010-05-11,Tuesday,25,4,16,59,47,none
1592,2010-05-12,Wednesday,18,20,107,20,63,promotion
1593,2010-05-13,Thursday,5,47,22,24,35,none
1594,2010-05-14,Friday,33,30,92,17,49,promotion
1595,2010-05-15,Saturday,18,55,44,33,51,promotion
1596,2010-05-16,Sunday,9,5,83,66,57,promotion
1597,2010-05-17,Monday,10,21,11,14,52,none
1598,2010-05-18,Tuesday,37,46,13,31,21,none
1599,2010-05-19,Wednesday,32,31,49,36,14,none
1600,2010-05-20,Thursday,31,45,119,45,77,promotion
1601,2010-05-21,Friday,10,16,119,32,48,promotion
1602,2010-05-22,Saturday,45,34,115,42,28,promotion
1603,2010-05-23,Sunday,49,5,3,57,9,none
1604,2010-05-24,Monday,36,20,76,2,90,promotion
1605,2010-05-25,Tuesday,33,38,7,16,53,none
1606,2010-05-26,Wednesday,15,53,98,32,78,promotion
1607,2010-05-27,Thursday,24,1,88,67,2,none
1608,2010-05-28,Friday,33,18,118,1,32,promotion
1609,2010-05-29,Saturday,29,18,106,1,15,none
1610,2010-05-30,Sunday,44,50,95,11,33,promotion
1611,2010-05-31,Monday,34,40,62,17,54,promotion
1612,2010-06-01,Tuesday,47,41,64,12,38,promotion
1613,2010-06-02,Wednesday,45,19,27,61,91,promotion
1614,2010-06-03,Thursday,9,6,43,23,25,none
1615,2010-06-04,Friday,38,35,89,64,85,promotion
1616,2010-06-05,Saturday,3,4,4,70,56,none
1617,2010-06-06,Sunday,18,59,85,68,18,promotion
1618,2010-06-07,Monday,16,1,88,20,59,none
1619,2010-06-08,Tuesday,4,56,76,71,91,promotion
1620,2010-06-09,Wednesday,22,36,5,52,77,none
1621,2010-06-10,Thursday,49,26,54,18,46,none
1622,2010-06-11,Friday,30,21,44,56,2,none
1623,2010-06-12,Saturday,38,30,115,17,3,promotion
1624,2010-06-13,Sunday,23,2,71,26,84,promotion
1625,2010-06-14,Monday,19,15,94,55,27,promotion
1626,2010-06-15,Tuesday,8,45,75,42,60,promotion
1627,2010-06-16,Wednesday,27,39,89,25,38,promotion
1628,2010-06-17,Thursday,5,5,59,11,72,none
1629,2010-06-18,Friday,46,7,86,27,23,none
1630,2010-06-19,Saturday,26,18,74,56,69,promotion
1631,2010-06-20,Sunday,27,30,39,1,91,none
1632,2010-06-21,Monday,48,57,75,4,43,promotion
1633,2010-06-22,Tuesday,20,2,74,63,14,none
1634,2010-06-23,Wednesday,15,17,38,29,69,none
1635,2010-06-24,Thursday,19,3,76,11,87,none
1636,2010-06-25,Friday,33,15,20,73,53,none
1637,2010-06-26,Saturday,28,43,101,62,37,promotion
1638,2010-06-27,Sunday,37,50,48,22,76,promotion
1639,2010-06-28,Monday,39,25,54,48,12,none
1640,2010-06-29,Tuesday,21,6,61,25,73,none
1641,2010-06-30,Wednesday,45,58,115,35,47,promotion
1642,2010-07-01,Thursday,4,22,47,65,44,none
1643,2010-07-02,Friday,19,9,30,39,52,none
1644,2010-07-03,Saturday,14,9,29,46,93,none
1645,2010-07-04,Sunday,32,34,40,37,95,promotion
1646,2010-07-05,Monday,34,6,71,2,88,promotion
1647,2010-07-06,Tuesday,19,33,3,41,15,none
1648,2010-07-07,Wednesday,13,54,10,25,64,none
1649,2010-07-08,Thursday,48,1,100,65,32,promotion
1650,2010-07-09,Friday,28,44,9,30,63,none
1651,2010-07-10,Saturday,40,52,9,63,87,promotion
1652,2010-07-11,Sunday,35,7,4,45,18,none
1653,2010-07-12,Monday,8,15,81,67,80,promotion
1654,2010-07-13,Tuesday,31,38,73,19,51,promotion
1655,2010-07-14,Wednesday,46,29,74,73,37,promotion
1656,2010-07-15,Thursday,17,17,28,5,78,none
1657,2010-07-16,Friday,2,54,119,20,66,promotion
1658,2010-07-17,Saturday,25,30,24,10,9,none
1659,2010-07-18,Sunday,17,53,117,65,62,promotion
1660,2010-07-19,Monday,46,19,28,39,14,none
1661,2010-07-20,Tuesday,28,30,59,23,81,promotion
1662,2010-07-21,Wednesday,38,57,27,26,18,none
1663,2010-07-22,Thursday,25,59,28,28,78,promotion
1664,2010-07-23,Friday,49,38,65,18,59,promotion
1665,2010-07-24,Saturday,13,4,66,62,19,none
1666,2010-07-25,Sunday,5,43,23,59,30,none
1667,2010-07-26,Monday,49,11,32,71,39,promotion
1668,2010-07-27,Tuesday,47,42,19,69,15,none
1669,2010-07-28,Wednesday,41,40,117,31,48,promotion
1670,2010-07-29,Thursday,15,33,26,9,53,none
1671,2010-07-30,Friday,11,33,69,61,40,promotion
1672,2010-07-31,Saturday,28,29,49,16,10,none
1673,2010-08-01,Sunday,15,15,77,20,64,none
1674,2010-08-02,Monday,39,32,51,17,8,none
1675,2010-08-03,Tuesday,14,35,1,11,82,none
1676,2010-08-04,Wednesday,5,38,45,59,63,promotion
1677,2010-08-05,Thursday,23,36,84,30,98,promotion
1678,2010-08-06,Friday,16,4,118,40,29,promotion
1679,2010-08-07,Saturday,30,14,55,44,70,promotion
1680,2010-08-08,Sunday,15,19,32,59,97,promotion
1681,2010-08-09,Monday,43,18,5,7,80,none
1682,2010-08-10,Tuesday,26,35,104,7,54,promotion
1683,2010-08-11,Wednesday,12,35,106,52,2,promotion
1684,2010-08-12,Thursday,32,20,90,42,22,promotion
1685,2010-08-13,Friday,28,51,46,39,41,promotion
1686,2010-08-14,Saturday,23,5,93,21,5,none
1687,2010-08-15,Sunday,47,12,22,28,86,none
1688,2010-08-16,Monday,44,22,39,15,45,none
1689,2010-08-17,Tuesday,21,4,24,17,92,none
1690,2010-08-18,Wednesday,3,50,56,61,93,promotion
1691,2010-08-19,Thursday,26,35,31,15,97,promotion
1692,2010-08-20,Friday,1,20,101,34,36,none
1693,2010-08-21,Saturday,32,27,97,54,15,promotion
1694,2010-08-22,Sunday,47,9,44,21,81,promotion
1695,2010-08-23,Monday,7,42,101,55,52,promotion
1696,2010-08-24,Tuesday,19,15,16,43,43,none
1697,2010-08-25,Wednesday,23,36,29,15,42,none
1698,2010-08-26,Thursday,47,13,10,22,74,none
1699,2010-08-27,Friday,26,18,39,8,16,none
1700,2010-08-28,Saturday,14,43,110,58,85,promotion
1701,2010-08-29,Sunday,13,24,78,51,28,none
1702,2010-08-30,Monday,38,18,27,58,55,none
1703,2010-08-31,Tuesday,20,33,68,34,49,promotion
1704,2010-09-01,Wednesday,32,50,108,10,26,promotion
1705,2010-09-02,Thursday,29,12,40,2,81,none
1706,2010-09-03,Friday,20,41,100,73,65,promotion
